3997,"Talk Number"
2653,"A5D","本门的功夫虽然变化万状，*但基本功诀，也不繁复，只*须牢记”抹杀良心”四字，*大致也差不多了．"
2654,"A5E","小子，我看你资质不错，要*不要加入我星宿派？"
2655,"A5F","丁春秋，你认得这七宝指环*吗？"
2656,"A60","你是谁，怎麽会有这东西．"
2657,"A61","见到掌门还不跪下．"
2658,"A62","这逍遥派掌门的信物是那偷*来的？"
2659,"A63","是你师父给的，他还要我们*来替他清理门户，除去你这*武林败类．"
2660,"A64","那老贼被我打落山崖，居然*还没死，竟然还将这七宝指*环给了你．*也好，你亲自来送死，也免*得我去找这七宝指环了．"
2661,"A65","师父功力，震烁古今，你竟*敢和我们作对，这叫萤火虫*与日月争光！"
2662,"A66","螳臂挡车，自不量力，可笑*啊！可笑！"
2663,"A67","我师父谈笑之间，便可将你*们这一干妖魔小丑置之死地*．．．"
2664,"A68","你们烦不烦，要打就快打，*别在那大吹法螺．"
2665,"A69","好不容易解决了这老怪．"
2666,"A6A","少侠英雄无敌，小人忠诚归*附，死心塌地，愿为主人效*犬马之劳．"
2667,"A6B","这天下盟主一席，非少侠莫*属．只须主人下令动手，小*人赴汤蹈火，万死不辞．"
2668,"A6C","丁春秋这灯烛之火，居然也*敢和日月争光．"
2669,"A6D","少侠德配天地，威震当世，*古今无比．"
2670,"A6E","这些家伙转的真快，不愧是*星宿派的弟子．不过听了虽*有点肉麻，但也蛮舒服的．"
2671,"A6F","少侠德配天地，威震当世，*古今无比．"
2672,"A70","前辈，星宿老怪那厮已被我　*们杀了，你可以安心了．"
2673,"A71","真的！*．．．．．*．．．．．*师父地下有知，也可以安心*了．"
2674,"A72","前辈，你以後可以安心的研*究棋奕了．"
2675,"A73","不，我不要回这里，我不要*回这里……"
2676,"A74","灵鹫宫重地，不得擅闯。"
2677,"A75","新主人好！"
2678,"A76","这些图画，似乎记载着某种*武功……"
2679,"A77","啊，原来是这样啊……"
2680,"A78","哈哈哈，我的好师姐，我算*准了你返老还童的日子，你*躲不过去的，如今你的七经*八脉都已被我震断，你的死*期已到，哈哈哈……"
2681,"A79","你这个臭贱人……"
2682,"A7A","那个老婆婆好像受伤了，赶*快救人。"
2683,"A7B","老婆婆，你没事吧？"
2684,"A7C","臭小子，什么没事，老婆子*就要死啦！"
2685,"A7D","啊？这……这……"
2686,"A7E","不过那个贱人总算死在了我*前头，老婆子还得谢谢你啊*……*咦？你手上拿的是什么？*你怎么会有我们逍遥派的*掌门指环？"
2687,"A7F","这个是无崖子前辈给我兄弟*的，事情是这样的……"
2688,"A80","师兄，师兄，你怎么在我之*前走了……"
2689,"A81","前辈原来是无崖子前辈的师*妹啊，那刚才那个女人是…*…？"
2690,"A82","那个贱人叫李秋水，是我师*妹，敢和我争师兄，哼，终*于死在我前头了。小子，帮*我个忙，把这个信号发到空*中。"
2691,"A83","姥姥，姥姥，你怎么了？"
2692,"A84","姥姥要死了，你们是不是很*开心啊？"
2693,"A85","属下不敢。姥姥，是谁把你*害成这样，我们去找他算帐*！"
2694,"A86","哼，你们倒好心！不用啦，*这位少侠已经杀了那个贱人*。你们听着，这位少侠以后*就是灵鹫宫的新主人，快点*拜见！"
2695,"A87","参见新主人！"
2696,"A88","啊？啊。好，好，（好别扭*……）"
2697,"A89","小子，以后灵鹫宫就是你的*了。***师兄，我要去找你了……"
2698,"A8A","姥姥……"
2699,"A8B","在这天寒地冻的北方，住着*一位叫胡斐的男子，轻功极*高，人称""雪山飞狐""。"
2700,"A8C","听说天龙门和苗人凤有仇，*天龙门正在想办法害苗人凤*，天龙门的掌门也到了这附*近。"
2701,"A8D","听说天龙门和神龙教勾结，*要对付苗人凤。"
2702,"A8E","听说有个跌打医生叫阎基，*专用毒药害人。"
2703,"A8F","听说胡家刀法是最强的刀法*，而苗家剑法和它不相上下"
2704,"A90","听说闯王宝藏就埋在某个雪*山下，可是没有藏宝图万难*找到啊。"
2705,"A91","来，喝酒，喝酒。"
2706,"A92","听说南四奇落花流水追踪血*刀老祖，已经到了雪山了。"
2707,"A93","听说世界上唯一剩下的一盆*纯净水，就在雪山上。"
2708,"A94","听说连城诀宝藏在天宁寺，*很多人都去了，去晚的恐怕*就没机会了。"
2709,"A95","听说大理无量山的风光不错*，有机会去逛逛。"
2710,"A96","听说无量山上有个无量洞，*从来没人去过。"
2711,"A97","听说有个吐蕃来的和尚，要*到大理天龙寺去抢什么剑谱*。"
2712,"A98","""北乔峰，南慕容""，听说过*吧，那慕容复就住在姑苏燕*子坞，擅长""以彼之道，还*施彼身""。"
2713,"A99","听说丐帮帮主乔峰其实不是*汉人，是契丹人。好像有什*么谭公、谭婆、智光大师等*人作证。"
2714,"A9A","听说聚贤庄的庄主正在撒发*武林贴，不知道会不会发到*我们这儿来。"
2715,"A9B","听说神医薛慕华和聚贤庄游*氏双雄要广聚天下英雄，共*同对付乔峰。"
2716,"A9C","听说丐帮换了新帮主，据说*此人练就了真正的铁头功，*有机会真想见识一下。"
2717,"A9D","听说丐帮帮主要上少林，和*玄慈方丈争夺武林盟主。"
2718,"A9E","听说江南七怪都到了蒙古，*还收了个傻徒弟。"
2719,"A9F","听说桃花岛主东邪黄药师把*自己的女儿赶出了桃花岛，*现在不知流落何方。"
2720,"AA0","听说北丐洪七公不仅擅长降*龙十八掌，还会很多其他的*武功。"
2721,"AA1","听说西毒欧阳锋要到桃花岛*给自己的侄儿欧阳克求亲。"
2722,"AA2","听说桃花岛附近有个荒岛，*好像叫明霞岛，从来没人去*过。"
2723,"AA3","听说有个地方叫牛家村。"
2724,"AA4","这有什么稀奇的，还有的地*方叫狗家村呢。"
2725,"AA5","铁掌帮帮主裘千仞，人称铁*掌水上飘，武功了得。"
2726,"AA6","听说南帝出家了，隐居在一*个小村庄里。"
2727,"AA7","据说中神通王重阳创立的全*真派才是天下武学的正宗。"
2728,"AA8","据说高昌迷宫的藏宝图在一*个小姑娘手里，而她已经跑*到西域来了。"
2729,"AA9","据说这高昌迷宫的地点十分*隐蔽，如果没有地图，只能*自己瞎撞了，反正就在沙漠*一带。"
2730,"AAA","据说高昌迷宫有个石门，必*须力气很大的人，再用上神*兵利器才能打开。"
2731,"AAB","老兄，扬州丽春院有没有去*过，真是好地方啊，绝对让*你舒服。"
2732,"AAC","东边有个岛叫神龙岛，南边*有个岛叫台湾岛，都是我们*华夏的领土。"
2733,"AAD","鹿鼎山的地点极其隐蔽，据*说这地点的秘密就藏在四十*二章经中。"
2734,"AAE","听说皇上下旨，要回部交出*他们的圣物。"
2735,"AAF","听说红花会的反贼被抓住了*，就关在死囚牢。"
2736,"AB0","听说恒山山麓上有人比武，*要不要去瞧瞧热闹？"
2737,"AB1","听说全真教和古墓派好像很*不和……"
2738,"AB2","这沙漠一代有好多山洞，有*的洞里有蜘蛛，有的洞里有*蛇，你可千万要小心啊。"
2739,"AB3","听说丁不三有一种酒，能调*和阴阳，真想拿来尝尝。"
2740,"AB4","听说长乐帮的帮主是个年轻*后生，而且得了一种怪病。"
2741,"AB5","想要玩，就去丽春院，千万*别去海外那个什么紫烟岛，*听说有去无回啊……"
2742,"AB6","听说赏善罚恶使者已经来中*原了，这次长乐帮和雪山派*恐怕都逃不过去。"
2743,"AB7","你接了赏善罚恶令？那就要*去侠客岛送死喽……"
2744,"AB8","晋阳大侠萧半和有个独生女*，据说人又漂亮武功又好。"
2745,"AB9","知道鸳鸯双刀吗？据说藏着*无敌于天下的秘密。"
2746,"ABA","我听说啊，鸳鸯双刀根本不*是什么宝刀，而是打开一个*宝藏的钥匙！"
2747,"ABB","年轻人，你来啦。"
2748,"ABC","拜托，不要每次见面都叫我*年轻人。我们已经在一起生*活了十六年了，你怎么总是*像刚认识我一样！"
2749,"ABD","我是贤者，说话自然要有贤*者的风范。"
2750,"ABE","好吧，你就继续保持你的贤*者风范吧。我说贤者啊，今*天找我来有什么事？难道又*是要……斗地主？"
2751,"ABF","年轻人要好好学习，不要总*想着玩。同时还要郑重的提*醒你——前天你欠北丑的五*两银子还没给呢。"
2752,"AC0","死老头，我欠他的钱，你记*这么清楚干什么！"
2753,"AC1","今天找你来，是有件关乎你*命运的大事，十分重要，你*要仔细听。"
2754,"AC2","关乎命运的大事？"
2755,"AC3","先去把你丑叔找来。"
2756,"AC4","丑叔～"
2757,"AC5","呼噜……"
2758,"AC6","你可真行，大白天睁着眼站*着也能睡着。"
2759,"AC7","（提高音量）*丑——————！！！！！"
2760,"AC8","怎么了，怎么了，在哪里发*现宝藏了？"
2761,"AC9","丑叔，是我，成天就知道宝*藏，哪里像个智者的样子！"
2762,"ACA","是你这小子，没事不要打扰*我睡觉，我才刚睡了一天。"
2763,"ACB","我才懒得叫你呢。是南贤老*头让我来找你，说有一件关*乎我命运的大事要和我说。"
2764,"ACC","关乎命运？难道……你已经*来这里十六年了？"
2765,"ACD","你的记性还真好，到今天刚*好十六年整。"
2766,"ACE","这一天终于来了……"
2767,"ACF","怎么了？突然这么深沉？"
2768,"AD0","走，去你房间。"
2769,"AD1","师兄，今天就让他去吗？"
2770,"AD2","是的，他到这里刚好十六年*了，今天就是命运之日。"
2771,"AD3","什么什么啊，你们在说什么*？"
2772,"AD4","年轻人，你好。"
2773,"AD5","又来了……"
2774,"AD6","你知道这是哪里吗？"
2775,"AD7","废话，我都住了十六年了，*还不知道吗！这不就是小村*嘛！"
2776,"AD8","那你知道这里为什么叫小村*吗？"
2777,"AD9","那还用问！因为这里很小啊*，不叫小村叫什么？"
2778,"ADA","年轻人，你错了。这里之所*以叫小村，是因为这里曾经*出了两位了不起的英雄。"
2779,"ADB","英雄？"
2780,"ADC","是的。一位叫小虾米，他凭*借一套野球拳法成为武林至*尊；另一位叫小小猪，他自*创一套神山剑法，天下无敌*。就因为这两位英雄名字里*都有“小”字，所以这里叫*做“小村”。"
2781,"ADD","听这名字，根本就不像个能*诞生英雄的地方……"
2782,"ADE","而你，将必须继承他们的事*业！"
2783,"ADF","继承他们？还必须？"
2784,"AE0","是的，因为你和他们一样，*并不属于这个世界。"
2785,"AE1","什么跟什么啊，我怎么就不*属于这个世界了？"
2786,"AE2","你知道你是从哪里来的吗？"
2787,"AE3","这个问题，在这十六年中我*问了你们无数遍，可你们就*是不告诉我！现在反倒来问*我？"
2788,"AE4","你，来自龙之国度。*你，就是龙的传人。"
2789,"AE5","“龙之国度”？这是个什么*地方？"
2790,"AE6","这就需要你自己去寻找答案*了。"
2791,"AE7","自己找？怎么找？"
2792,"AE8","答案就在十四天书里。"
2793,"AE9","十四天书？倒是听你们说过*，不就是“飞雪连天射白鹿*，笑书神侠倚碧鸳”嘛！可*是这些书现在在哪里呢？"
2794,"AEA","在江湖。"
2795,"AEB","江湖？哪里是江湖？"
2796,"AEC","有人的地方，就是江湖。"
2797,"AED","那不是等于没说，还是不知*道在哪里。"
2798,"AEE","所以，要你自己去寻找。"
2799,"AEF","哦，我明白了，你们两个就*是让我离开小村，出去找那*什么十四天书。"
2800,"AF0","聪明，不愧是我教出来的。"
2801,"AF1","可是，就我一个人？"
2802,"AF2","是的，只有你一个人。当然*你在闯荡江湖的时候，可以*找一些志同道合的朋友来帮*忙。我们两个也可以给你提*供一些帮助。"
2803,"AF3","你们俩能给我些什么呢？"
2804,"AF4","那就看你想要什么了。"
2805,"AF5","什么都可以？*那……*那我想要……*我要美女我要美女！"
2806,"AF6","给你！"
2807,"AF7","公子好，我叫双儿。"
2808,"AF8","呵呵……双儿姑娘……你好*……"
2809,"AF9","今后就由我来照顾公子的起*居。"
2810,"AFA","南贤老头的话这么灵？*那我还要……**我要金钱我要金钱！"
2811,"AFB","给你！"
2812,"AFC","哇塞，发财了……*那我还要……*我还要……*还要什么呢？"
2813,"AFD","除了金钱和美女，你就没点*别的追求了吗？"
2814,"AFE","还真想不出来了……"
2815,"AFF","不愧是南贤教出来的！"
2816,"B00","哦，对了，闯荡江湖很危险*吧？总得教我点防身的武功*啊，像刚才说的什么野球拳*法、什么神山剑法，那么厉*害，教教我吧。"
2817,"B01","这是什么？"
2818,"B02","这是我给你写的推荐信。凭*这封信，你可以到少林寺学*习拳法，可以去青城派学习*剑法，可以去黎山洞学习刀*法，可以去全真派学习特殊*兵器。你愿意学什么武功，*就自己选吧。"
